instance_name,method,time_in_sec,conflicts,best_schedule
Example19.txt,SA + Min Conflict,6.1328,271,"Emp 0: D A D D D A A
Emp 1: D D D N A A D
Emp 2: D D D A A A D
Emp 3: - A A A A A A
Emp 4: D D D D A A A
Emp 5: D D D - - A D
Emp 6: D D D - - A D
Emp 7: D A D D A D D
Emp 8: D A A D D A A
Emp 9: D A - - D A D
Emp 10: A A D - - A A
Emp 11: D A - - - N D
Emp 12: D A A - D D D
Emp 13: D D D - - - -
Emp 14: D D - - D D D
Emp 15: D A - - D D D
Emp 16: D D D D D - -
Emp 17: D D D D D A D
Emp 18: D D D D D - -
Emp 19: D D D N D D D
Emp 20: D D D D A D D
Emp 21: D D D - - - D
Emp 22: A A - - D - -
Emp 23: A A D - - D D
Emp 24: D D D - - A D
Emp 25: D D D A D D A
Emp 26: D D A A D - -
Emp 27: N N D A N - -
Emp 28: N N D D D A A
Emp 29: D D D A D D A
Emp 30: D D D A D N N
Emp 31: - - A D D - -
Emp 32: D - - D - - -
Emp 33: - - D A D D A
Emp 34: D - - N D D A
Emp 35: D D D A A D N
Emp 36: A A A A A D N
Emp 37: D - - A A D D
Emp 38: - - D A A N D
Emp 39: - - - A D D N
Emp 40: D D D D A D D
Emp 41: D D A A A D D
Emp 42: - - - A A A D
Emp 43: - - - - A N D
Emp 44: - - D A A A A
Emp 45: - A A A A D D
Emp 46: N N N D - - D
Emp 47: D D A D - - -
Emp 48: D - - D D - -
Emp 49: D D A D D D D
Emp 50: - - - D D D -
Emp 51: - - - A A A A
Emp 52: - - D D D D -
Emp 53: D - - D D D D
Emp 54: N N A D D - -
Emp 55: A A D D - D A
Emp 56: A A A - - D D
Emp 57: D D N D - D D
Emp 58: A A A - - A A
Emp 59: A A N N - A A
Emp 60: D D D D N D D
Emp 61: A - - - N A A
Emp 62: A D D D A A A
Emp 63: A - - D N D A
Emp 64: A - - D D D A
Emp 65: A D D D D D A
Emp 66: A - - D D D A
Emp 67: A D D D - D A
Emp 68: A D D - - D A
Emp 69: A A - - - - A
Emp 70: A A - - - - -
Emp 71: A - - D D D D
Emp 72: D D - D - - -
Emp 73: D D D D - - -
Emp 74: A A D D D - -
Emp 75: A A D D - - -
Emp 76: D D D D D D -
Emp 77: A D D D D D D
Emp 78: A D D D D - -
Emp 79: A N N N D D D
Emp 80: A A A - - - D
Emp 81: N A A - - D N
Emp 82: N D D D - - D
Emp 83: N D A A D D D
Emp 84: A A A D D - -
Emp 85: D D A D D - -
Emp 86: D D A - - - -
Emp 87: D D A D - - -
Emp 88: - A A D D D D
Emp 89: D D A D D D D
Emp 90: D D D D D - -
Emp 91: - - D D N - -
Emp 92: - D D D - - -
Emp 93: D D A D - - -
Emp 94: D D A A - - -
Emp 95: - - A D - - D
Emp 96: - D D D D N N
Emp 97: D D D A A D D
Emp 98: D D N D A D D
Emp 99: D D - D A - -
Emp 100: D D - - D D D
Emp 101: - D D A D D D
Emp 102: - - - A D - -
Emp 103: - - - - A D D
Emp 104: D D D A D - -
Emp 105: D D - - - A A
Emp 106: - - - - D D D
Emp 107: D D - - D D D
Emp 108: D D - - D D D
Emp 109: - - - - D D D
Emp 110: - - D D A A D
Emp 111: - - - - D D D
Emp 112: - - D A D D D
Emp 113: - - D D A A D
Emp 114: - - D - - D D
Emp 115: - - - - D D D
Emp 116: - - - - A A D
Emp 117: D D D - - D D
Emp 118: - - D D D D D
Emp 119: - - D D D A A"
Example19.txt,Tabu + Min Conflict,4.6866,303,"Emp 0: D A N D D D N
Emp 1: N - - A A A N
Emp 2: D D D - - - A
Emp 3: D A A A A A A
Emp 4: A A - A D D D
Emp 5: A A A D D D D
Emp 6: D D D D D D D
Emp 7: D A N N D D D
Emp 8: D N D - - D D
Emp 9: D D - - - - D
Emp 10: D D D - - N N
Emp 11: D - - D - - N
Emp 12: D D D A D D -
Emp 13: D D D - A - D
Emp 14: A - - A A D D
Emp 15: D D A D - - A
Emp 16: D D - - A A A
Emp 17: D D D D A - -
Emp 18: - D D A - - D
Emp 19: D D - - - - -
Emp 20: D D D - D D D
Emp 21: D A A D D D D
Emp 22: D D D - - D D
Emp 23: D D D - - D D
Emp 24: - - - A A - -
Emp 25: D D N - - - -
Emp 26: D D A A - A A
Emp 27: D A D - D D D
Emp 28: D D D A D - -
Emp 29: D A D D D D A
Emp 30: D D D D - - D
Emp 31: - - D D D D D
Emp 32: A A A A - - -
Emp 33: D D A A - - -
Emp 34: D D D D A D A
Emp 35: - - D D D A N
Emp 36: - - A A A A D
Emp 37: N D A A D D A
Emp 38: - - D - A A A
Emp 39: - - A D D N D
Emp 40: D D A A A D D
Emp 41: A D D D D - -
Emp 42: D D A A A N D
Emp 43: - - - A A A A
Emp 44: D D D A A A A
Emp 45: - - - D D - -
Emp 46: - - D D D D A
Emp 47: A A A D D D D
Emp 48: - D - D - - D
Emp 49: - - A A A D D
Emp 50: D D D D D - -
Emp 51: D A A A - - D
Emp 52: D D A D D D D
Emp 53: A - - N N - -
Emp 54: D D D D D - -
Emp 55: A N - - D D D
Emp 56: A A D D D A A
Emp 57: A A - D N A A
Emp 58: N A A - D D D
Emp 59: D D - - - D D
Emp 60: A A N D - D A
Emp 61: - D D - - - -
Emp 62: D - - D D A -
Emp 63: A A D D D D A
Emp 64: - - D D D D N
Emp 65: - D D D A D D
Emp 66: A N - D A A -
Emp 67: A A A - A D D
Emp 68: D - - D D D A
Emp 69: - A - D D D -
Emp 70: N - - A A D D
Emp 71: - - - - - D D
Emp 72: A - - - - A A
Emp 73: - - - - D - -
Emp 74: A D A - D D -
Emp 75: D D - - D D D
Emp 76: D D D D D D A
Emp 77: D D - - - D D
Emp 78: D D D D - - -
Emp 79: D D D N D D N
Emp 80: D A A A - - D
Emp 81: - - - D D D D
Emp 82: A A A A - - -
Emp 83: A A A - - D D
Emp 84: A A D - - D -
Emp 85: A D D N D D D
Emp 86: - D D - D D D
Emp 87: - - N - - A D
Emp 88: A A D - - N -
Emp 89: D D D D D D -
Emp 90: D D D A - - D
Emp 91: - - A D D - -
Emp 92: D D D D A - -
Emp 93: D D D A - - A
Emp 94: D A D D D - D
Emp 95: - N D D D A -
Emp 96: A - - A A A D
Emp 97: - - D D D D D
Emp 98: A - - D D D D
Emp 99: - D D D N A N
Emp 100: D D D A D D D
Emp 101: D D A D D D D
Emp 102: - D D D - - D
Emp 103: - - D D D - A
Emp 104: - - D D A - -
Emp 105: D D - - N N D
Emp 106: A - - D D D A
Emp 107: N N D D D A A
Emp 108: D D A - - D -
Emp 109: D D - D D D D
Emp 110: A D D D A D D
Emp 111: D D - - D D A
Emp 112: - D D D D A D
Emp 113: - - D D D A D
Emp 114: - - D D D A D
Emp 115: D D N D A A A
Emp 116: - - - D D A A
Emp 117: - - D N N - -
Emp 118: - - D - - A N
Emp 119: - A - - A D D"
Example19.txt,Constraint-Guided + SA,6.229,258,"Emp 0: A A N N D D D
Emp 1: D D D N D D D
Emp 2: A A A N D A A
Emp 3: D A A A D D D
Emp 4: D D D N D A D
Emp 5: D D D D D A D
Emp 6: D D D - A D D
Emp 7: D D D - - A A
Emp 8: D A A D D D D
Emp 9: D D - - D D D
Emp 10: D A D - D D D
Emp 11: A A D D D D D
Emp 12: A A - - N N D
Emp 13: D D D - - A D
Emp 14: A A D D A N D
Emp 15: D A - - - - D
Emp 16: D A - - D - -
Emp 17: D D D D D D -
Emp 18: D A D D D - -
Emp 19: D D D A - - D
Emp 20: D D D D - D D
Emp 21: D D D - - A A
Emp 22: A A D - - D D
Emp 23: A A A D D - -
Emp 24: A A - - D D D
Emp 25: D D D A D D D
Emp 26: D D D A A A A
Emp 27: N N D D D - -
Emp 28: D D D D D D -
Emp 29: N N N D D A A
Emp 30: - - A A D - -
Emp 31: D A A A D D D
Emp 32: - - - A - - A
Emp 33: - - A A D D D
Emp 34: - - D A - A A
Emp 35: D D D A A N N
Emp 36: D D D A A A N
Emp 37: D - - A A N N
Emp 38: - - D A A N N
Emp 39: D - - A A D N
Emp 40: - - D A A D D
Emp 41: D - - A A - -
Emp 42: - - D D A - -
Emp 43: D D D D D - -
Emp 44: D - - A D D A
Emp 45: D - - D A A -
Emp 46: - - A D A D D
Emp 47: D N A D - - -
Emp 48: A A A D D D -
Emp 49: D A A A D D D
Emp 50: D D A A A A -
Emp 51: D - - D A A A
Emp 52: D D D D A - -
Emp 53: - - D D A D D
Emp 54: D - - D A - -
Emp 55: D D D D - - A
Emp 56: A D N D D D A
Emp 57: A D D - - D D
Emp 58: A D N D D A A
Emp 59: A A N D D D A
Emp 60: A D - - D D A
Emp 61: A A D D N A A
Emp 62: A D - - N A A
Emp 63: D D D D N D D
Emp 64: A D - - N D D
Emp 65: A D D D D A A
Emp 66: A D D D D D D
Emp 67: D D D D D D A
Emp 68: A D - - D A A
Emp 69: A D - - - D D
Emp 70: A D D D - - -
Emp 71: D D D D - - D
Emp 72: A D - D - - -
Emp 73: D D D - - - -
Emp 74: D D - - - D A
Emp 75: - D D D D D D
Emp 76: - - - D - - -
Emp 77: A A D D A D D
Emp 78: A A - - - - D
Emp 79: A A A - - - -
Emp 80: N A A - - D D
Emp 81: D D A N - - D
Emp 82: N N A D D - -
Emp 83: N D A - - D D
Emp 84: N N A A D - -
Emp 85: - - A D - - -
Emp 86: D D D - - D D
Emp 87: A A A - - - -
Emp 88: - D D D D D D
Emp 89: D D D - - D D
Emp 90: D D A D D D -
Emp 91: A A A D D - -
Emp 92: D D A A - D D
Emp 93: - - A D - - D
Emp 94: D D D D - - A
Emp 95: D D D D A D D
Emp 96: - - - A A - -
Emp 97: D D D D D D -
Emp 98: - - D D A - -
Emp 99: - - A D A - -
Emp 100: D D - D D D D
Emp 101: D D D A - - D
Emp 102: - - - A D D D
Emp 103: D D - - D D D
Emp 104: - - - D - - -
Emp 105: - - - A A D D
Emp 106: D D D D D A A
Emp 107: D D - - D D D
Emp 108: - - - D D A D
Emp 109: D D - - D D D
Emp 110: - - D D A A A
Emp 111: - - D D D D D
Emp 112: - - - - D D D
Emp 113: - - D D D A A
Emp 114: - - D - - A A
Emp 115: - - - - D D D
Emp 116: - - - - D D A
Emp 117: - - D - - A A
Emp 118: - D D D D D D
Emp 119: - - - - D A A"
Example18.txt,SA + Min Conflict,3.3871,117,"Emp 0: D D D A A - -
Emp 1: A A - - A D D
Emp 2: D A N - - - -
Emp 3: A A A - - - -
Emp 4: D A N - - D D
Emp 5: A A A - - D D
Emp 6: D D A - - - -
Emp 7: D A - - N N -
Emp 8: D A - - - - D
Emp 9: A A - - N N D
Emp 10: A A N N - D D
Emp 11: N N N N D D D
Emp 12: D D D N - - -
Emp 13: A D D N N - -
Emp 14: - - N N N D D
Emp 15: A D N N N D D
Emp 16: D D N N N - -
Emp 17: A A N N N N N
Emp 18: - - - N N N A
Emp 19: A D - - - A A
Emp 20: D D D A A N A
Emp 21: - - - A - - -
Emp 22: - - - A A N A
Emp 23: D D D A A N A
Emp 24: A - - - - N A
Emp 25: - - - A A N A
Emp 26: N N A A N A A
Emp 27: - - D A - - -
Emp 28: D D D A - - -
Emp 29: N N A A - - -
Emp 30: - - A D - - -
Emp 31: N N N D - - -
Emp 32: N N A D - - A
Emp 33: N N A D - - -
Emp 34: N N D D - - -
Emp 35: N N A D N - -
Emp 36: - - - D - - -
Emp 37: N N D D - - -
Emp 38: N N D D - - -
Emp 39: - - N D - - -
Emp 40: - - - - D N N
Emp 41: - - - - D A N
Emp 42: A - - - A A N
Emp 43: - - - - D D N
Emp 44: - - - - D A N
Emp 45: - - - - D A N
Emp 46: - - - - D A A
Emp 47: - - - - D A N
Emp 48: - - - - D A N
Emp 49: - - - - A A N
Emp 50: - - A N D D D
Emp 51: - - - - A - -
Emp 52: - - - - A D D"
Example18.txt,Tabu + Min Conflict,2.5454,124,"Emp 0: - - N - - - -
Emp 1: N D A A - - D
Emp 2: D A A N N N -
Emp 3: N N - - - D D
Emp 4: A - - D N N D
Emp 5: N N N D D - -
Emp 6: - - - N N A A
Emp 7: D D - - - N N
Emp 8: N N A - - - A
Emp 9: D D N N - - A
Emp 10: N - - A N N N
Emp 11: D A A - N - -
Emp 12: - - - N N - D
Emp 13: N - - A N N A
Emp 14: D D D A A A N
Emp 15: A - - - A - -
Emp 16: A D D D D - -
Emp 17: - - - N - - -
Emp 18: A A A A - - -
Emp 19: A A - D D N N
Emp 20: N - A A D D -
Emp 21: A A A - - - -
Emp 22: - - N N N N N
Emp 23: - N N A A D D
Emp 24: A - - N D D D
Emp 25: D - - N A - -
Emp 26: - - - - - A A
Emp 27: N N D - - - -
Emp 28: - N D A - - D
Emp 29: D N N N N - -
Emp 30: N N N - A - -
Emp 31: A A N D D A -
Emp 32: A A - - A N N
Emp 33: - - A N N N N
Emp 34: - - D D A - N
Emp 35: - - D D A A A
Emp 36: - D D D - D D
Emp 37: - - A A - - N
Emp 38: D D A - - - -
Emp 39: A A N - - N -
Emp 40: A A D - - A A
Emp 41: N - - - - D D
Emp 42: - - - - A A A
Emp 43: - - - A - - -
Emp 44: - D D - - A A
Emp 45: N N - - A A A
Emp 46: - - - D A A A
Emp 47: - D D - - - -
Emp 48: N N N D D D N
Emp 49: - - - - D D D
Emp 50: D D - - D D N
Emp 51: D - - - D D D
Emp 52: - - - - N - -"
Example18.txt,Constraint-Guided + SA,3.3498,63,"Emp 0: D D D - - - -
Emp 1: D D A A - - -
Emp 2: D D N N A A A
Emp 3: D D D A A - -
Emp 4: D A N - - - -
Emp 5: D D N - - - -
Emp 6: A A A A A - -
Emp 7: D D N N N N N
Emp 8: D D N N N - -
Emp 9: D A N N N - -
Emp 10: A A A N N N N
Emp 11: A A N N N N -
Emp 12: - - N N N D D
Emp 13: A N - - - - -
Emp 14: A D D - - - D
Emp 15: N - - N N N N
Emp 16: A A A N N N N
Emp 17: A N - - - A A
Emp 18: A A N N - A A
Emp 19: A A - - - A A
Emp 20: - - - A A N A
Emp 21: - - D D N N N
Emp 22: N N - A A N N
Emp 23: N N - - - A A
Emp 24: - - - A A A A
Emp 25: D D - - - A A
Emp 26: N N D A A N A
Emp 27: - - A A - - -
Emp 28: - - A A - - -
Emp 29: N D D A - - -
Emp 30: - A A D - - D
Emp 31: N N D D - - -
Emp 32: N N D D - - -
Emp 33: - - A D - - -
Emp 34: A A A D - - -
Emp 35: N N D D - - -
Emp 36: N N D D - - -
Emp 37: N N N - - - -
Emp 38: - - - D - - -
Emp 39: - - A D A - -
Emp 40: - - - - D D D
Emp 41: - - - - D D D
Emp 42: - - - - D D D
Emp 43: - - - - D D D
Emp 44: - - - - D A A
Emp 45: - - - - N N N
Emp 46: - - - - D D N
Emp 47: - - - - A A N
Emp 48: - - - - D A A
Emp 49: - - - - D D N
Emp 50: - - - - D D D
Emp 51: - - - - A D D
Emp 52: - - - - D D D"
Example17.txt,SA + Min Conflict,1.6498,58,"Emp 0: D D D A A D D
Emp 1: D D D A A A A
Emp 2: D A A A - - -
Emp 3: D A A A A D D
Emp 4: D A A D D A A
Emp 5: D A A - - D D
Emp 6: D D D D - D D
Emp 7: D A A A - D D
Emp 8: D A A D D - -
Emp 9: D A D D D D D
Emp 10: - - A - - - -
Emp 11: - - A D A A A
Emp 12: - - A D D - -
Emp 13: D D A D A - -
Emp 14: A A D D - - -
Emp 15: A D D D D D D
Emp 16: A D - - D A A
Emp 17: A D - - D D D
Emp 18: D D - D D D D
Emp 19: A D - - D A A
Emp 20: A D - - D A A
Emp 21: A A D - - - -
Emp 22: A A - - D D D
Emp 23: A - - - D - -
Emp 24: A - - - A A A
Emp 25: D D A A A A A
Emp 26: D D D D D A A
Emp 27: - - D A A - -
Emp 28: - - D A - - -
Emp 29: - - D D D A A
Emp 30: - - - A - - -
Emp 31: - - - A A D D
Emp 32: - - - A A D D"
Example17.txt,Tabu + Min Conflict,1.5263,52,"Emp 0: - D D D - - A
Emp 1: - - - A A A D
Emp 2: D A - D D A A
Emp 3: D D - - D D D
Emp 4: D D - - D D -
Emp 5: A A A A - - -
Emp 6: D A A - - D D
Emp 7: - - A - - - -
Emp 8: A A D D - - -
Emp 9: - - A D A - -
Emp 10: D D D - - D D
Emp 11: D A A D D D D
Emp 12: D D A - D D D
Emp 13: - - - D D D D
Emp 14: D D D D D D D
Emp 15: A A A A A - -
Emp 16: - - D D D D D
Emp 17: A A - - D D A
Emp 18: D - D A A A D
Emp 19: A - - D D D D
Emp 20: A A - - A A A
Emp 21: A A - - A - A
Emp 22: - D D A - - -
Emp 23: D D D A A A A
Emp 24: D D D D D A A
Emp 25: D D A A D - -
Emp 26: - - D D D D D
Emp 27: D D A - - A A
Emp 28: D D D D - A A
Emp 29: A - - A D - -
Emp 30: - - - A A A A
Emp 31: - - A A A A A
Emp 32: A A A A A - -"
Example17.txt,Constraint-Guided + SA,1.6,60,"Emp 0: D D D A A D D
Emp 1: D D D A - - -
Emp 2: D D D - - A A
Emp 3: D D D - - D A
Emp 4: A A A D - - -
Emp 5: D A A D D D D
Emp 6: A A A D - - -
Emp 7: A A A - - - -
Emp 8: D A A D D D D
Emp 9: A A A D - - -
Emp 10: - - A D A D D
Emp 11: A A A D - - -
Emp 12: D A A D A A A
Emp 13: D - - D - - -
Emp 14: D D D D A A A
Emp 15: A - - A A A D
Emp 16: D D D A D D D
Emp 17: A D - - D D D
Emp 18: A A - - D D D
Emp 19: D A - - D D D
Emp 20: D D - - D A A
Emp 21: A D - - D D D
Emp 22: D D - - D A A
Emp 23: A D - - D A A
Emp 24: - - - A D - -
Emp 25: D D A D D A A
Emp 26: - - D D A - -
Emp 27: - - - A D - -
Emp 28: - - D A A - -
Emp 29: - - A A D D D
Emp 30: - - D A A A A
Emp 31: - - D A A A A
Emp 32: - - D A A D D"
Example12.txt,SA + Min Conflict,1.3037,46,"Emp 0: A A D A - - -
Emp 1: D D D A - - A
Emp 2: D D D A - - A
Emp 3: D A A A A - -
Emp 4: D D D A A A A
Emp 5: D A A D A A A
Emp 6: A A A D D D D
Emp 7: D A A D D D D
Emp 8: D A A D A D D
Emp 9: A A A - - D D
Emp 10: D D - - D - -
Emp 11: A D D D A D D
Emp 12: - - - A A A A
Emp 13: A D - - A D D
Emp 14: A D D D D D D
Emp 15: A D D D D A A
Emp 16: D D A A D D D
Emp 17: - - - - D D D
Emp 18: - - D D D - -
Emp 19: - - D D D A A"
Example12.txt,Tabu + Min Conflict,1.2234,29,"Emp 0: A A A - - - D
Emp 1: - - D D D D -
Emp 2: D A A D D D D
Emp 3: A D D D D D A
Emp 4: D D D A A - -
Emp 5: A A A - D D D
Emp 6: D - - A A - -
Emp 7: A A D D A - -
Emp 8: D D D D D D A
Emp 9: A - - A A - -
Emp 10: D D A - - - -
Emp 11: D D D A A A A
Emp 12: A A A D D D D
Emp 13: - D D A A A A
Emp 14: D A A D D D A
Emp 15: - - - D D D D
Emp 16: D D - - D D A
Emp 17: - - A A - A A
Emp 18: A D D D - - -
Emp 19: D D D A A - -"
Example12.txt,Constraint-Guided + SA,1.296,26,"Emp 0: A A A A A - -
Emp 1: D D D D D - -
Emp 2: D D D D D D A
Emp 3: A A A A - - -
Emp 4: D D D D D D A
Emp 5: D D D - - - -
Emp 6: A A D D A A A
Emp 7: - - A A A - -
Emp 8: D D A D D D A
Emp 9: A A A A A - -
Emp 10: A A A A D D D
Emp 11: - D D D D D D
Emp 12: A A A D D D A
Emp 13: D D - - A D A
Emp 14: A A - - A D D
Emp 15: D D D D D A A
Emp 16: D D - - - A D
Emp 17: D - - A D D D
Emp 18: - - D A - - -
Emp 19: - - D D A - -"
